k,sender,branch,t_ms,q_kb,q_tau0_kb,q_tau0_tau_star_kb,q_thresh_kb,r_ms,rhat_ms,theta_ms,sigma,g,g_target,R_gbps,dR_gbps_per_s,dg_per_s
193,S,AI,1.93,18855.195312,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.064333333,33.333333333,0.0
194,S,AI,1.94,18952.930094,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.064666667,33.333333333,0.0
195,S,AI,1.95,19050.665283,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.065,33.333333333,0.0
196,S,AI,1.96,19148.400879,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.065333333,33.333333333,0.0
197,S,AI,1.97,19246.136882,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.065666667,33.333333333,0.0
198,S,AI,1.98,19343.873291,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.066,33.333333333,0.0
199,S,AI,1.99,19441.610107,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.066333333,33.333333333,0.0
200,S,AI,2.0,19539.347331,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.066666667,33.333333333,0.0
201,S,AI,2.01,19637.084961,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.067,33.333333333,0.0
202,S,AI,2.02,19734.822998,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.067333333,33.333333333,0.0
203,S,AI,2.03,19832.561442,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.067666667,33.333333333,0.0
204,S,AI,2.04,19930.300293,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.068,33.333333333,0.0
205,S,AI,2.05,20028.039551,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.068333333,33.333333333,0.0
206,S,AI,2.06,20125.779215,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.068666667,33.333333333,0.0
207,S,AI,2.07,20223.519287,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.069,33.333333333,0.0
208,S,AI,2.08,20321.259766,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.069333333,33.333333333,0.0
209,S,AI,2.09,20419.000651,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.069666667,33.333333333,0.0
210,S,AI,2.1,20516.741943,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.07,33.333333333,0.0
211,S,AI,2.11,20614.483643,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.070333333,33.333333333,0.0
212,S,AI,2.12,20712.225749,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.070666667,33.333333333,0.0
213,S,AI,2.13,20809.968262,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.071,33.333333333,0.0
214,S,AI,2.14,20907.711182,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.071333333,33.333333333,0.0
215,S,AI,2.15,21005.454508,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.071666667,33.333333333,0.0
216,S,AI,2.16,21103.198242,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.072,33.333333333,0.0
217,S,AI,2.17,21200.942383,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.072333333,33.333333333,0.0
218,S,AI,2.18,21298.68693,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.072666667,33.333333333,0.0
219,S,AI,2.19,21396.431885,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.073,33.333333333,0.0
220,S,AI,2.2,21494.177246,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.073333333,33.333333333,0.0
221,S,AI,2.21,21591.923014,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.073666667,33.333333333,0.0
222,S,AI,2.22,21689.669189,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.074,33.333333333,0.0
223,S,AI,2.23,21787.415771,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.074333333,33.333333333,0.0
224,S,AI,2.24,21885.16276,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.074666667,33.333333333,0.0
225,S,AI,2.25,21982.910156,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.075,33.333333333,0.0
226,S,AI,2.26,22080.657959,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.075333333,33.333333333,0.0
227,S,AI,2.27,22178.406169,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.075666667,33.333333333,0.0
228,S,AI,2.28,22276.154785,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.076,33.333333333,0.0
229,S,AI,2.29,22373.903809,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.076333333,33.333333333,0.0
230,S,AI,2.3,22471.653239,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.076666667,33.333333333,0.0
231,S,AI,2.31,22569.403076,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.077,33.333333333,0.0
232,S,AI,2.32,22667.15332,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.077333333,33.333333333,0.0
233,S,AI,2.33,22764.903971,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.077666667,33.333333333,0.0
234,S,AI,2.34,22862.655029,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.078,33.333333333,0.0
235,S,AI,2.35,22960.406494,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.078333333,33.333333333,0.0
236,S,AI,2.36,23058.158366,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.078666667,33.333333333,0.0
237,S,AI,2.37,23155.910645,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.079,33.333333333,0.0
238,S,AI,2.38,23253.66333,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.079333333,33.333333333,0.0
239,S,AI,2.39,23351.416423,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.079666667,33.333333333,0.0
240,S,AI,2.4,23449.169922,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.08,33.333333333,0.0
241,S,AI,2.41,23546.923828,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.080333333,33.333333333,0.0
242,S,AI,2.42,23644.678141,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.080666667,33.333333333,0.0
243,S,AI,2.43,23742.432861,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.081,33.333333333,0.0
244,S,AI,2.44,23840.187988,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.081333333,33.333333333,0.0
245,S,AI,2.45,23937.943522,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.081666667,33.333333333,0.0
246,S,AI,2.46,24035.699463,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.082,33.333333333,0.0
247,S,AI,2.47,24133.455811,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.082333333,33.333333333,0.0
248,S,AI,2.48,24231.212565,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.082666667,33.333333333,0.0
249,S,AI,2.49,24328.969727,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.083,33.333333333,0.0
250,S,AI,2.5,24426.727295,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.083333333,33.333333333,0.0
251,S,AI,2.51,24524.48527,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.083666667,33.333333333,0.0
252,S,AI,2.52,24622.243652,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.084,33.333333333,0.0
253,S,AI,2.53,24720.002441,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.084333333,33.333333333,0.0
254,S,AI,2.54,24817.761637,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.084666667,33.333333333,0.0
255,S,AI,2.55,24915.52124,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.085,33.333333333,0.0
256,S,AI,2.56,25013.28125,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.085333333,33.333333333,0.0
257,S,AI,2.57,25111.041667,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.085666667,33.333333333,0.0
258,S,AI,2.58,25208.80249,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.086,33.333333333,0.0
259,S,AI,2.59,25306.563721,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.086333333,33.333333333,0.0
260,S,AI,2.6,25404.325358,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.086666667,33.333333333,0.0
261,S,AI,2.61,25502.087402,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.087,33.333333333,0.0
262,S,AI,2.62,25599.849854,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.087333333,33.333333333,0.0
263,S,AI,2.63,25697.612712,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.087666667,33.333333333,0.0
264,S,AI,2.64,25795.375977,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.088,33.333333333,0.0
265,S,AI,2.65,25893.139648,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.088333333,33.333333333,0.0
266,S,AI,2.66,25990.903727,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.088666667,33.333333333,0.0
267,S,AI,2.67,26088.668213,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.089,33.333333333,0.0
268,S,AI,2.68,26186.433105,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.089333333,33.333333333,0.0
269,S,AI,2.69,26284.198405,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.089666667,33.333333333,0.0
270,S,AI,2.7,26381.964111,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.09,33.333333333,0.0
271,S,AI,2.71,26479.730225,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.090333333,33.333333333,0.0
272,S,AI,2.72,26577.496745,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.090666667,33.333333333,0.0
273,S,AI,2.73,26675.263672,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.091,33.333333333,0.0
274,S,AI,2.74,26773.031006,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.091333333,33.333333333,0.0
275,S,AI,2.75,26870.798747,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.091666667,33.333333333,0.0
276,S,AI,2.76,26968.566895,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.092,33.333333333,0.0
277,S,AI,2.77,27066.335449,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.092333333,33.333333333,0.0
278,S,AI,2.78,27164.104411,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.092666667,33.333333333,0.0
279,S,AI,2.79,27261.873779,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.093,33.333333333,0.0
280,S,AI,2.8,27359.643555,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.093333333,33.333333333,0.0
281,S,AI,2.81,27457.413737,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.093666667,33.333333333,0.0
282,S,AI,2.82,27555.184326,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.094,33.333333333,0.0
283,S,AI,2.83,27652.955322,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.094333333,33.333333333,0.0
284,S,AI,2.84,27750.726725,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.094666667,33.333333333,0.0
285,S,AI,2.85,27848.498535,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.095,33.333333333,0.0
286,S,AI,2.86,27946.270752,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.095333333,33.333333333,0.0
287,S,AI,2.87,28044.043376,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.095666667,33.333333333,0.0
288,S,AI,2.88,28141.816406,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.096,33.333333333,0.0
289,S,AI,2.89,28239.589844,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.096333333,33.333333333,0.0
290,S,AI,2.9,28337.363688,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.096666667,33.333333333,0.0
291,S,AI,2.91,28435.137939,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.097,33.333333333,0.0
292,S,AI,2.92,28532.912598,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.097333333,33.333333333,0.0
293,S,AI,2.93,28630.687663,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.097666667,33.333333333,0.0
294,S,AI,2.94,28728.463135,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.098,33.333333333,0.0
295,S,AI,2.95,28826.239014,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.098333333,33.333333333,0.0
296,S,AI,2.96,28924.015299,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.098666667,33.333333333,0.0
297,S,AI,2.97,29021.791992,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.099,33.333333333,0.0
298,S,AI,2.98,29119.569092,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.099333333,33.333333333,0.0
299,S,AI,2.99,29217.346598,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.099666667,33.333333333,0.0
300,S,AI,3.0,29315.124512,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.1,33.333333333,0.0
301,S,AI,3.01,29412.902832,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.100333333,33.333333333,0.0
302,S,AI,3.02,29510.681559,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.100666667,33.333333333,0.0
303,S,AI,3.03,29608.460693,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.101,33.333333333,0.0
304,S,AI,3.04,29706.240234,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.101333333,33.333333333,0.0
305,S,AI,3.05,29804.020182,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.101666667,33.333333333,0.0
306,S,AI,3.06,29901.800537,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.102,33.333333333,0.0
307,S,AI,3.07,29999.581299,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.102333333,33.333333333,0.0
308,S,AI,3.08,30097.362467,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.102666667,33.333333333,0.0
309,S,AI,3.09,30195.144043,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.103,33.333333333,0.0
310,S,AI,3.1,30292.926025,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.103333333,33.333333333,0.0
311,S,AI,3.11,30390.708415,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.103666667,33.333333333,0.0
312,S,AI,3.12,30488.491211,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.104,33.333333333,0.0
313,S,AI,3.13,30586.274414,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.104333333,33.333333333,0.0
314,S,AI,3.14,30684.058024,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.104666667,33.333333333,0.0
315,S,AI,3.15,30781.842041,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.105,33.333333333,0.0
316,S,AI,3.16,30879.626465,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.105333333,33.333333333,0.0
317,S,AI,3.17,30977.411296,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.105666667,33.333333333,0.0
318,S,AI,3.18,31075.196533,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.106,33.333333333,0.0
319,S,AI,3.19,31172.982178,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.106333333,33.333333333,0.0
320,S,AI,3.2,31270.768229,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.106666667,33.333333333,0.0
321,S,AI,3.21,31368.554687,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.107,33.333333333,0.0
322,S,AI,3.22,31466.341553,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.107333333,33.333333333,0.0
323,S,AI,3.23,31564.128825,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.107666667,33.333333333,0.0
324,S,AI,3.24,31661.916504,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.108,33.333333333,0.0
325,S,AI,3.25,31759.70459,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.108333333,33.333333333,0.0
326,S,AI,3.26,31857.493083,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.108666667,33.333333333,0.0
327,S,AI,3.27,31955.281982,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.109,33.333333333,0.0
328,S,AI,3.28,32053.071289,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.109333333,33.333333333,0.0
329,S,AI,3.29,32150.861003,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.109666667,33.333333333,0.0
330,S,AI,3.3,32248.651123,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.11,33.333333333,0.0
331,S,AI,3.31,32346.44165,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.110333333,33.333333333,0.0
332,S,AI,3.32,32444.232585,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.110666667,33.333333333,0.0
333,S,AI,3.33,32542.023926,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.111,33.333333333,0.0
334,S,AI,3.34,32639.815674,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.111333333,33.333333333,0.0
335,S,AI,3.35,32737.607829,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.111666667,33.333333333,0.0
336,S,AI,3.36,32835.400391,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.112,33.333333333,0.0
337,S,AI,3.37,32933.193359,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.112333333,33.333333333,0.0
338,S,AI,3.38,33030.986735,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.112666667,33.333333333,0.0
339,S,AI,3.39,33128.780518,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.113,33.333333333,0.0
340,S,AI,3.4,33226.574707,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.113333333,33.333333333,0.0
341,S,AI,3.41,33324.369303,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.113666667,33.333333333,0.0
342,S,AI,3.42,33422.164307,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.114,33.333333333,0.0
343,S,AI,3.43,33519.959717,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.114333333,33.333333333,0.0
344,S,AI,3.44,33617.755534,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.114666667,33.333333333,0.0
345,S,AI,3.45,33715.551758,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.115,33.333333333,0.0
346,S,AI,3.46,33813.348389,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.115333333,33.333333333,0.0
347,S,AI,3.47,33911.145426,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.115666667,33.333333333,0.0
348,S,AI,3.48,34008.942871,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.116,33.333333333,0.0
349,S,AI,3.49,34106.740723,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.116333333,33.333333333,0.0
350,S,AI,3.5,34204.538981,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.116666667,33.333333333,0.0
351,S,AI,3.51,34302.337646,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.117,33.333333333,0.0
352,S,AI,3.52,34400.136719,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.117333333,33.333333333,0.0
353,S,AI,3.53,34497.936198,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.117666667,33.333333333,0.0
354,S,AI,3.54,34595.736084,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.118,33.333333333,0.0
355,S,AI,3.55,34693.536377,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.118333333,33.333333333,0.0
356,S,AI,3.56,34791.337077,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.118666667,33.333333333,0.0
357,S,AI,3.57,34889.138184,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.119,33.333333333,0.0
358,S,AI,3.58,34986.939697,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.119333333,33.333333333,0.0
359,S,AI,3.59,35084.741618,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.119666667,33.333333333,0.0
360,S,AI,3.6,35182.543945,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.12,33.333333333,0.0
361,S,AI,3.61,35280.34668,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.120333333,33.333333333,0.0
362,S,AI,3.62,35378.149821,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.120666667,33.333333333,0.0
363,S,AI,3.63,35475.953369,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.121,33.333333333,0.0
364,S,AI,3.64,35573.757324,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.121333333,33.333333333,0.0
365,S,AI,3.65,35671.561686,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.121666667,33.333333333,0.0
366,S,AI,3.66,35769.366455,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.122,33.333333333,0.0
367,S,AI,3.67,35867.171631,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.122333333,33.333333333,0.0
368,S,AI,3.68,35964.977214,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.122666667,33.333333333,0.0
369,S,AI,3.69,36062.783203,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.123,33.333333333,0.0
370,S,AI,3.7,36160.5896,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.123333333,33.333333333,0.0
371,S,AI,3.71,36258.396403,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.123666667,33.333333333,0.0
372,S,AI,3.72,36356.203613,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.124,33.333333333,0.0
373,S,AI,3.73,36454.01123,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.124333333,33.333333333,0.0
374,S,AI,3.74,36551.819255,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.124666667,33.333333333,0.0
375,S,AI,3.75,36649.627686,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.125,33.333333333,0.0
376,S,AI,3.76,36747.436523,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.125333333,33.333333333,0.0
377,S,AI,3.77,36845.245768,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.125666667,33.333333333,0.0
378,S,AI,3.78,36943.05542,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.126,33.333333333,0.0
379,S,AI,3.79,37040.865479,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.126333333,33.333333333,0.0
380,S,AI,3.8,37138.675944,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.126666667,33.333333333,0.0
381,S,AI,3.81,37236.486816,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.127,33.333333333,0.0
382,S,AI,3.82,37334.298096,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.127333333,33.333333333,0.0
383,S,AI,3.83,37432.109782,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.127666667,33.333333333,0.0
384,S,AI,3.84,37529.921875,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.128,33.333333333,0.0
385,S,AI,3.85,37627.734375,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.128333333,33.333333333,0.0
386,S,AI,3.86,37725.547282,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.128666667,33.333333333,0.0
387,S,AI,3.87,37823.360596,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.129,33.333333333,0.0
388,S,AI,3.88,37921.174316,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.129333333,33.333333333,0.0
389,S,AI,3.89,38018.988444,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.129666667,33.333333333,0.0
390,S,AI,3.9,38116.802979,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.13,33.333333333,0.0
391,S,AI,3.91,38214.61792,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.130333333,33.333333333,0.0
392,S,AI,3.92,38312.433268,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,0.0,0.0,480.130666667,33.333333333,0.0
