k,sender,branch,t_ms,q_kb,q_tau0_kb,q_tau0_tau_star_kb,q_thresh_kb,r_ms,rhat_ms,theta_ms,sigma,g,g_target,R_gbps,dR_gbps_per_s,dg_per_s
40908,S,AI,409.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.531172336,33.333333333,0.0
40909,S,AI,409.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53150567,33.333333333,0.0
40910,S,AI,409.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.531839003,33.333333333,0.0
40911,S,AI,409.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.532172336,33.333333333,0.0
40912,S,AI,409.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53250567,33.333333333,0.0
40913,S,AI,409.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.532839003,33.333333333,0.0
40914,S,AI,409.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.533172336,33.333333333,0.0
40915,S,AI,409.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53350567,33.333333333,0.0
40916,S,AI,409.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.533839003,33.333333333,0.0
40917,S,AI,409.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.534172336,33.333333333,0.0
40918,S,AI,409.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53450567,33.333333333,0.0
40919,S,AI,409.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.534839003,33.333333333,0.0
40920,S,AI,409.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.535172336,33.333333333,0.0
40921,S,AI,409.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53550567,33.333333333,0.0
40922,S,AI,409.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.535839003,33.333333333,0.0
40923,S,AI,409.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.536172336,33.333333333,0.0
40924,S,AI,409.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53650567,33.333333333,0.0
40925,S,AI,409.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.536839003,33.333333333,0.0
40926,S,AI,409.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.537172336,33.333333333,0.0
40927,S,AI,409.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53750567,33.333333333,0.0
40928,S,AI,409.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.537839003,33.333333333,0.0
40929,S,AI,409.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.538172336,33.333333333,0.0
40930,S,AI,409.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53850567,33.333333333,0.0
40931,S,AI,409.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.538839003,33.333333333,0.0
40932,S,AI,409.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.539172336,33.333333333,0.0
40933,S,AI,409.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.53950567,33.333333333,0.0
40934,S,AI,409.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.539839003,33.333333333,0.0
40935,S,AI,409.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.540172336,33.333333333,0.0
40936,S,AI,409.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54050567,33.333333333,0.0
40937,S,AI,409.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.540839003,33.333333333,0.0
40938,S,AI,409.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.541172336,33.333333333,0.0
40939,S,AI,409.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54150567,33.333333333,0.0
40940,S,AI,409.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.541839003,33.333333333,0.0
40941,S,AI,409.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.542172336,33.333333333,0.0
40942,S,AI,409.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54250567,33.333333333,0.0
40943,S,AI,409.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.542839003,33.333333333,0.0
40944,S,AI,409.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.543172336,33.333333333,0.0
40945,S,AI,409.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54350567,33.333333333,0.0
40946,S,AI,409.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.543839003,33.333333333,0.0
40947,S,AI,409.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.544172336,33.333333333,0.0
40948,S,AI,409.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54450567,33.333333333,0.0
40949,S,AI,409.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.544839003,33.333333333,0.0
40950,S,AI,409.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.545172336,33.333333333,0.0
40951,S,AI,409.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54550567,33.333333333,0.0
40952,S,AI,409.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.545839003,33.333333333,0.0
40953,S,AI,409.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.546172336,33.333333333,0.0
40954,S,AI,409.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54650567,33.333333333,0.0
40955,S,AI,409.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.546839003,33.333333333,0.0
40956,S,AI,409.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.547172336,33.333333333,0.0
40957,S,AI,409.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54750567,33.333333333,0.0
40958,S,AI,409.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.547839003,33.333333333,0.0
40959,S,AI,409.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.548172336,33.333333333,0.0
40960,S,AI,409.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54850567,33.333333333,0.0
40961,S,AI,409.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.548839003,33.333333333,0.0
40962,S,AI,409.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.549172336,33.333333333,0.0
40963,S,AI,409.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.54950567,33.333333333,0.0
40964,S,AI,409.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.549839003,33.333333333,0.0
40965,S,AI,409.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.550172336,33.333333333,0.0
40966,S,AI,409.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55050567,33.333333333,0.0
40967,S,AI,409.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.550839003,33.333333333,0.0
40968,S,AI,409.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.551172336,33.333333333,0.0
40969,S,AI,409.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55150567,33.333333333,0.0
40970,S,AI,409.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.551839003,33.333333333,0.0
40971,S,AI,409.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.552172336,33.333333333,0.0
40972,S,AI,409.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55250567,33.333333333,0.0
40973,S,AI,409.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.552839003,33.333333333,0.0
40974,S,AI,409.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.553172336,33.333333333,0.0
40975,S,AI,409.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55350567,33.333333333,0.0
40976,S,AI,409.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.553839003,33.333333333,0.0
40977,S,AI,409.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.554172336,33.333333333,0.0
40978,S,AI,409.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55450567,33.333333333,0.0
40979,S,AI,409.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.554839003,33.333333333,0.0
40980,S,AI,409.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.555172336,33.333333333,0.0
40981,S,AI,409.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55550567,33.333333333,0.0
40982,S,AI,409.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.555839003,33.333333333,0.0
40983,S,AI,409.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.556172336,33.333333333,0.0
40984,S,AI,409.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55650567,33.333333333,0.0
40985,S,AI,409.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.556839003,33.333333333,0.0
40986,S,AI,409.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.557172336,33.333333333,0.0
40987,S,AI,409.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55750567,33.333333333,0.0
40988,S,AI,409.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.557839003,33.333333333,0.0
40989,S,AI,409.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.558172336,33.333333333,0.0
40990,S,AI,409.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55850567,33.333333333,0.0
40991,S,AI,409.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.558839003,33.333333333,0.0
40992,S,AI,409.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.559172336,33.333333333,0.0
40993,S,AI,409.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.55950567,33.333333333,0.0
40994,S,AI,409.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.559839003,33.333333333,0.0
40995,S,AI,409.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.560172336,33.333333333,0.0
40996,S,AI,409.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56050567,33.333333333,0.0
40997,S,AI,409.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.560839003,33.333333333,0.0
40998,S,AI,409.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.561172336,33.333333333,0.0
40999,S,AI,409.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56150567,33.333333333,0.0
41000,S,AI,410.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.561839003,33.333333333,0.0
41001,S,AI,410.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.562172336,33.333333333,0.0
41002,S,AI,410.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56250567,33.333333333,0.0
41003,S,AI,410.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.562839003,33.333333333,0.0
41004,S,AI,410.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.563172336,33.333333333,0.0
41005,S,AI,410.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56350567,33.333333333,0.0
41006,S,AI,410.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.563839003,33.333333333,0.0
41007,S,AI,410.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.564172336,33.333333333,0.0
41008,S,AI,410.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56450567,33.333333333,0.0
41009,S,AI,410.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.564839003,33.333333333,0.0
41010,S,AI,410.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.565172336,33.333333333,0.0
41011,S,AI,410.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56550567,33.333333333,0.0
41012,S,AI,410.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.565839003,33.333333333,0.0
41013,S,AI,410.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.566172336,33.333333333,0.0
41014,S,AI,410.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56650567,33.333333333,0.0
41015,S,AI,410.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.566839003,33.333333333,0.0
41016,S,AI,410.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.567172336,33.333333333,0.0
41017,S,AI,410.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56750567,33.333333333,0.0
41018,S,AI,410.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.567839003,33.333333333,0.0
41019,S,AI,410.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.568172336,33.333333333,0.0
41020,S,AI,410.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56850567,33.333333333,0.0
41021,S,AI,410.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.568839003,33.333333333,0.0
41022,S,AI,410.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.569172336,33.333333333,0.0
41023,S,AI,410.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.56950567,33.333333333,0.0
41024,S,AI,410.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.569839003,33.333333333,0.0
41025,S,AI,410.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.570172336,33.333333333,0.0
41026,S,AI,410.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57050567,33.333333333,0.0
41027,S,AI,410.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.570839003,33.333333333,0.0
41028,S,AI,410.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.571172336,33.333333333,0.0
41029,S,AI,410.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57150567,33.333333333,0.0
41030,S,AI,410.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.571839003,33.333333333,0.0
41031,S,AI,410.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.572172336,33.333333333,0.0
41032,S,AI,410.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57250567,33.333333333,0.0
41033,S,AI,410.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.572839003,33.333333333,0.0
41034,S,AI,410.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.573172336,33.333333333,0.0
41035,S,AI,410.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57350567,33.333333333,0.0
41036,S,AI,410.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.573839003,33.333333333,0.0
41037,S,AI,410.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.574172336,33.333333333,0.0
41038,S,AI,410.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57450567,33.333333333,0.0
41039,S,AI,410.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.574839003,33.333333333,0.0
41040,S,AI,410.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.575172336,33.333333333,0.0
41041,S,AI,410.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57550567,33.333333333,0.0
41042,S,AI,410.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.575839003,33.333333333,0.0
41043,S,AI,410.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.576172336,33.333333333,0.0
41044,S,AI,410.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57650567,33.333333333,0.0
41045,S,AI,410.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.576839003,33.333333333,0.0
41046,S,AI,410.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.577172336,33.333333333,0.0
41047,S,AI,410.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57750567,33.333333333,0.0
41048,S,AI,410.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.577839003,33.333333333,0.0
41049,S,AI,410.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.578172336,33.333333333,0.0
41050,S,AI,410.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57850567,33.333333333,0.0
41051,S,AI,410.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.578839003,33.333333333,0.0
41052,S,AI,410.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.579172336,33.333333333,0.0
41053,S,AI,410.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.57950567,33.333333333,0.0
41054,S,AI,410.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.579839003,33.333333333,0.0
41055,S,AI,410.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.580172336,33.333333333,0.0
41056,S,AI,410.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58050567,33.333333333,0.0
41057,S,AI,410.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.580839003,33.333333333,0.0
41058,S,AI,410.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.581172336,33.333333333,0.0
41059,S,AI,410.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58150567,33.333333333,0.0
41060,S,AI,410.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.581839003,33.333333333,0.0
41061,S,AI,410.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.582172336,33.333333333,0.0
41062,S,AI,410.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58250567,33.333333333,0.0
41063,S,AI,410.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.582839003,33.333333333,0.0
41064,S,AI,410.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.583172336,33.333333333,0.0
41065,S,AI,410.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58350567,33.333333333,0.0
41066,S,AI,410.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.583839003,33.333333333,0.0
41067,S,AI,410.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.584172336,33.333333333,0.0
41068,S,AI,410.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58450567,33.333333333,0.0
41069,S,AI,410.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.584839003,33.333333333,0.0
41070,S,AI,410.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.585172336,33.333333333,0.0
41071,S,AI,410.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58550567,33.333333333,0.0
41072,S,AI,410.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.585839003,33.333333333,0.0
41073,S,AI,410.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.586172336,33.333333333,0.0
41074,S,AI,410.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58650567,33.333333333,0.0
41075,S,AI,410.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.586839003,33.333333333,0.0
41076,S,AI,410.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.587172336,33.333333333,0.0
41077,S,AI,410.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58750567,33.333333333,0.0
41078,S,AI,410.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.587839003,33.333333333,0.0
41079,S,AI,410.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.588172336,33.333333333,0.0
41080,S,AI,410.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58850567,33.333333333,0.0
41081,S,AI,410.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.588839003,33.333333333,0.0
41082,S,AI,410.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.589172336,33.333333333,0.0
41083,S,AI,410.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.58950567,33.333333333,0.0
41084,S,AI,410.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.589839003,33.333333333,0.0
41085,S,AI,410.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.590172336,33.333333333,0.0
41086,S,AI,410.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59050567,33.333333333,0.0
41087,S,AI,410.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.590839003,33.333333333,0.0
41088,S,AI,410.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.591172336,33.333333333,0.0
41089,S,AI,410.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59150567,33.333333333,0.0
41090,S,AI,410.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.591839003,33.333333333,0.0
41091,S,AI,410.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.592172336,33.333333333,0.0
41092,S,AI,410.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59250567,33.333333333,0.0
41093,S,AI,410.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.592839003,33.333333333,0.0
41094,S,AI,410.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.593172336,33.333333333,0.0
41095,S,AI,410.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59350567,33.333333333,0.0
41096,S,AI,410.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.593839003,33.333333333,0.0
41097,S,AI,410.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.594172336,33.333333333,0.0
41098,S,AI,410.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59450567,33.333333333,0.0
41099,S,AI,410.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.594839003,33.333333333,0.0
41100,S,AI,411.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.595172336,33.333333333,0.0
41101,S,AI,411.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59550567,33.333333333,0.0
41102,S,AI,411.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.595839003,33.333333333,0.0
41103,S,AI,411.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.596172336,33.333333333,0.0
41104,S,AI,411.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59650567,33.333333333,0.0
41105,S,AI,411.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.596839003,33.333333333,0.0
